date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,dias,peso_tiempo,peso_torneo,peso_total
2025-03-25,Iran,Uzbekistan,2.0,2.0,FIFA World Cup qualification,Tehran,Iran,False,457,0.4009173430419921,1.5,0.6013760145629882
2025-03-20,Iran,United Arab Emirates,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,462,0.39692814882588245,1.5,0.5953922232388237
2024-11-19,Kyrgyzstan,Iran,2.0,3.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,583,0.31161089527997105,1.5,0.4674163429199566
2024-11-14,North Korea,Iran,2.0,3.0,FIFA World Cup qualification,Vientiane,Laos,True,588,0.3085103150663647,1.5,0.4627654725995471
2024-10-10,Uzbekistan,Iran,0.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,623,0.2876531111451154,1.5,0.43147966671767307
2024-09-10,United Arab Emirates,Iran,0.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,653,0.27090149805163766,1.5,0.4063522470774565
2024-09-05,Iran,Kyrgyzstan,1.0,0.0,FIFA World Cup qualification,Fuladshahr,Iran,False,658,0.2682059831084244,1.5,0.4023089746626366
2024-06-11,Iran,Uzbekistan,0.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,744,0.22582385189647586,1.5,0.33873577784471376
2024-06-06,Hong Kong,Iran,2.0,4.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,749,0.22357686702670268,1.5,0.33536530054005403
2024-03-26,Turkmenistan,Iran,0.0,1.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,821,0.1935924699078839,1.5,0.29038870486182583
2024-03-21,Iran,Turkmenistan,5.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,826,0.19166619264739126,1.5,0.2874992889710869
2024-02-07,Qatar,Iran,3.0,2.0,AFC Asian Cup,Doha,Qatar,False,869,0.17587179269317638,0.75,0.1319038445198823
2024-01-31,Iran,Syria,1.0,1.0,AFC Asian Cup,Doha,Qatar,True,876,0.17342674287984836,0.75,0.13007005715988626
2024-01-23,Iran,United Arab Emirates,2.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,884,0.17067399569626215,0.75,0.1280054967721966
2024-01-19,Hong Kong,Iran,0.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,888,0.16931405076345518,0.75,0.1269855380725914
2024-01-14,Iran,Palestine,4.0,1.0,AFC Asian Cup,Al Rayyan,Qatar,True,893,0.167629347809757,0.75,0.12572201085731774
2026-06-06,England,New Zealand,1.0,0.0,Friendly,Tampa,United States,True,19,0.9627129408911995,0.75,0.7220347056683997
2026-03-30,New Zealand,Chile,4.0,1.0,FIFA Series,Auckland,New Zealand,False,87,0.8402968976584314,0.75,0.6302226732438235
2026-03-27,New Zealand,Finland,0.0,2.0,FIFA Series,Auckland,New Zealand,False,90,0.835270211411272,0.75,0.626452658558454
2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True,222,0.6414654208273198,0.75,0.4810990656204899
2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False,254,0.6016977717621094,0.75,0.451273328821582
2025-10-09,Poland,New Zealand,1.0,0.0,Friendly,Chorzów,Poland,False,259,0.5957107789003212,0.75,0.44678308417524093
2025-06-10,New Zealand,Ukraine,1.0,2.0,Canadian Shield,Toronto,Canada,True,380,0.46766642700990924,0.75,0.35074982025743195
2025-03-24,New Zealand,New Caledonia,3.0,0.0,FIFA World Cup qualification,Auckland,New Zealand,False,458,0.40011630965630496,1.5,0.6001744644844574
2025-03-21,New Zealand,Fiji,7.0,0.0,FIFA World Cup qualification,Wellington,New Zealand,False,461,0.39772279950933415,1.5,0.5965841992640012
2024-11-18,New Zealand,Samoa,8.0,0.0,FIFA World Cup qualification,Auckland,New Zealand,False,584,0.3109882962959281,1.5,0.4664824444438922
2024-11-15,New Zealand,Vanuatu,8.0,1.0,FIFA World Cup qualification,Hamilton,New Zealand,False,587,0.30912795312868047,1.5,0.4636919296930207
2024-10-14,New Zealand,Malaysia,4.0,0.0,Friendly,Auckland,New Zealand,False,619,0.2899635655294032,0.75,0.2174726741470524
2024-10-11,New Zealand,Tahiti,3.0,0.0,FIFA World Cup qualification,Port Vila,Vanuatu,True,622,0.2882289930573573,1.5,0.4323434895860359
2024-09-07,Mexico,New Zealand,3.0,0.0,Friendly,Pasadena,United States,True,656,0.26928095555244996,0.75,0.20196071666433746
2024-06-30,Vanuatu,New Zealand,0.0,3.0,Oceania Nations Cup,Port Vila,Vanuatu,False,725,0.23457028809379765,1.1,0.25802731690317743
2024-06-27,New Zealand,Tahiti,5.0,0.0,Oceania Nations Cup,Port Vila,Vanuatu,True,728,0.2331670801985418,1.1,0.256483788218396
2024-06-21,Vanuatu,New Zealand,0.0,4.0,Oceania Nations Cup,Port Vila,Vanuatu,False,734,0.23038579631478834,1.1,0.2534243759462672
2024-06-18,New Zealand,Solomon Islands,3.0,0.0,Oceania Nations Cup,Port Vila,Vanuatu,True,737,0.2290076201997705,1.1,0.2519083822197476
2024-03-26,New Zealand,Tunisia,0.0,0.0,FIFA Series,Cairo,Egypt,True,821,0.1935924699078839,0.75,0.14519435243091292
2024-03-22,Egypt,New Zealand,1.0,0.0,FIFA Series,Cairo,Egypt,False,825,0.19204990862075408,0.75,0.14403743146556555
2023-11-21,Republic of Ireland,New Zealand,1.0,1.0,Friendly,Dublin,Republic of Ireland,False,947,0.15046872856567356,0.75,0.11285154642425517
2023-11-17,Greece,New Zealand,2.0,0.0,Friendly,Athens,Greece,False,951,0.14926978092210305,0.75,0.11195233569157728
2026-06-21,Spain,Saudi Arabia,4.0,0.0,FIFA World Cup,Atlanta,United States,True,4,0.9920319148370607,1.5,1.488047872255591
2026-06-15,Spain,Cape Verde,0.0,0.0,FIFA World Cup,Atlanta,United States,True,10,0.9801986733067553,1.5,1.4702980099601328
2026-06-08,Peru,Spain,1.0,3.0,Friendly,Puebla,Mexico,True,17,0.9665715046375066,0.75,0.72492862847813
2026-06-04,Spain,Iraq,1.0,1.0,Friendly,A Coruña,Spain,False,21,0.9588697805724845,0.75,0.7191523354293634
2026-03-27,Spain,Serbia,3.0,0.0,Friendly,Villarreal,Spain,False,90,0.835270211411272,0.75,0.626452658558454
2025-11-15,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,Tbilisi,Georgia,False,222,0.6414654208273198,1.5,0.9621981312409797
2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False,254,0.6016977717621094,1.5,0.902546657643164
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,False,257,0.5980983940627613,1.5,0.897147591094142
2025-09-04,Bulgaria,Spain,0.0,3.0,FIFA World Cup qualification,Sofia,Bulgaria,False,294,0.5554370486980182,1.5,0.8331555730470274
2025-06-08,Portugal,Spain,2.0,2.0,UEFA Nations League,Munich,Germany,True,382,0.46579949764982825,1.1,0.5123794474148111
2025-06-05,Spain,France,5.0,4.0,UEFA Nations League,Stuttgart,Germany,True,385,0.46301306831122807,1.1,0.5093143751423509
2024-11-15,Denmark,Spain,1.0,2.0,UEFA Nations League,Copenhagen,Denmark,False,587,0.30912795312868047,1.1,0.3400407484415485
2024-10-15,Spain,Serbia,3.0,0.0,UEFA Nations League,Córdoba,Spain,False,618,0.2905440729744046,1.1,0.31959848027184506
2024-10-12,Spain,Denmark,1.0,0.0,UEFA Nations League,Murcia,Spain,False,621,0.28880602788595566,1.1,0.3176866306745513
2024-09-05,Serbia,Spain,0.0,0.0,UEFA Nations League,Belgrade,Serbia,False,658,0.2682059831084244,1.1,0.2950265814192669
2024-07-14,Spain,England,2.0,1.0,UEFA Euro,Berlin,Germany,True,711,0.24123107196915192,1.3,0.3136003935598975
2024-07-09,Spain,France,2.0,1.0,UEFA Euro,Munich,Germany,True,716,0.23883078269819244,1.3,0.3104800175076502
2024-06-30,Spain,Georgia,4.0,1.0,UEFA Euro,Cologne,Germany,True,725,0.23457028809379765,1.3,0.304941374521937
2024-06-24,Albania,Spain,0.0,1.0,UEFA Euro,Düsseldorf,Germany,True,731,0.23177226634335515,1.3,0.3013039462463617
2024-06-20,Spain,Italy,1.0,0.0,UEFA Euro,Gelsenkirchen,Germany,True,735,0.22992548518672384,1.3,0.298903130742741
2024-06-15,Spain,Croatia,3.0,0.0,UEFA Euro,Berlin,Germany,True,740,0.22763768838381274,1.3,0.2959289948989566
2024-06-08,Spain,Northern Ireland,5.0,1.0,Friendly,Mallorca,Spain,False,747,0.22447296549695234,0.75,0.16835472412271424
2026-06-21,Uruguay,Cape Verde,2.0,2.0,FIFA World Cup,Miami Gardens,United States,True,4,0.9920319148370607,1.5,1.488047872255591
2026-06-06,Bermuda,Cape Verde,3.0,0.0,Friendly,East Hartford,United States,True,19,0.9627129408911995,0.75,0.7220347056683997
2026-05-31,Cape Verde,Serbia,3.0,0.0,Friendly,Lisbon,Portugal,True,25,0.951229424500714,0.75,0.7134220683755355
2026-03-30,Cape Verde,Finland,1.0,1.0,FIFA Series,Auckland,New Zealand,True,87,0.8402968976584314,0.75,0.6302226732438235
2026-03-27,Chile,Cape Verde,4.0,2.0,FIFA Series,Auckland,New Zealand,True,90,0.835270211411272,0.75,0.626452658558454
2025-10-13,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,255,0.6004955788122659,1.5,0.9007433682183988
2025-10-08,Libya,Cape Verde,3.0,3.0,FIFA World Cup qualification,Tripoli,Libya,False,260,0.5945205479701944,1.5,0.8917808219552916
2025-09-09,Cape Verde,Cameroon,1.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,289,0.5610192838421706,1.5,0.8415289257632559
2025-09-04,Mauritius,Cape Verde,0.0,2.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False,294,0.5554370486980182,1.5,0.8331555730470274
2025-06-08,Georgia,Cape Verde,1.0,1.0,Friendly,Kutaisi,Georgia,False,382,0.46579949764982825,0.75,0.3493496232373712
2025-06-03,Malaysia,Cape Verde,0.0,3.0,Friendly,Kuala Lumpur,Malaysia,False,387,0.4611647152086584,0.75,0.3458735364064938
2025-05-29,Malaysia,Cape Verde,1.0,1.0,Friendly,Kuala Lumpur,Malaysia,False,392,0.4565760496233147,0.75,0.34243203721748605
2025-03-25,Angola,Cape Verde,1.0,2.0,FIFA World Cup qualification,Luanda,Angola,False,457,0.4009173430419921,1.5,0.6013760145629882
2025-03-20,Cape Verde,Mauritius,1.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,462,0.39692814882588245,1.5,0.5953922232388237
2024-11-19,Mauritania,Cape Verde,1.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,583,0.31161089527997105,1.25,0.3895136190999638
2024-10-15,Botswana,Cape Verde,1.0,0.0,African Cup of Nations qualification,Francistown,Botswana,False,618,0.2905440729744046,1.25,0.36318009121800576
2024-10-10,Cape Verde,Botswana,0.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False,623,0.2876531111451154,1.25,0.35956638893139425
2024-09-10,Cape Verde,Mauritania,2.0,0.0,African Cup of Nations qualification,Praia,Cape Verde,False,653,0.27090149805163766,1.25,0.33862687256454704
2024-06-11,Cape Verde,Libya,1.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,744,0.22582385189647586,1.5,0.33873577784471376
2024-06-08,Cameroon,Cape Verde,4.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,747,0.22447296549695234,1.5,0.3367094482454285
2024-03-25,Cape Verde,Equatorial Guinea,1.0,0.0,FIFA Series,Jeddah,Saudi Arabia,True,822,0.19320567189501364,0.75,0.14490425392126022
2024-03-21,Cape Verde,Guyana,1.0,0.0,FIFA Series,Jeddah,Saudi Arabia,True,826,0.19166619264739126,0.75,0.14374964448554345
2024-02-03,Cape Verde,South Africa,0.0,0.0,African Cup of Nations,Yamoussoukro,Ivory Coast,True,873,0.17447043127123832,1.1,0.19191747439836215
2024-01-29,Cape Verde,Mauritania,1.0,0.0,African Cup of Nations,Abidjan,Ivory Coast,True,878,0.17273442147423515,1.1,0.19000786362165867
2024-01-22,Cape Verde,Egypt,2.0,2.0,African Cup of Nations,Abidjan,Ivory Coast,True,885,0.17033298882540943,1.1,0.18736628770795039
2026-06-15,Saudi Arabia,Uruguay,1.0,1.0,FIFA World Cup,Miami Gardens,United States,True,10,0.9801986733067553,1.5,1.4702980099601328
2026-06-09,Saudi Arabia,Senegal,0.0,0.0,Friendly,San Antonio,United States,True,16,0.9685065820791976,0.75,0.7263799365593981
2026-06-05,Puerto Rico,Saudi Arabia,0.0,3.0,Friendly,Austin,United States,True,20,0.9607894391523232,0.75,0.7205920793642424
2026-03-31,Serbia,Saudi Arabia,2.0,1.0,Friendly,Bačka Topola,Serbia,False,86,0.8419791731684999,0.75,0.631484379876375
2025-12-15,Saudi Arabia,Jordan,0.0,1.0,Arab Cup,Al Khor,Qatar,True,192,0.6811314271795471,0.75,0.5108485703846604
2025-12-11,Palestine,Saudi Arabia,1.0,2.0,Arab Cup,Lusail,Qatar,True,196,0.675704113960626,0.75,0.5067780854704695
2025-12-05,Comoros,Saudi Arabia,1.0,3.0,Arab Cup,Al Khor,Qatar,True,202,0.6676441212689289,0.75,0.5007330909516967
2025-12-02,Saudi Arabia,Oman,2.0,1.0,Arab Cup,Al Rayyan,Qatar,True,205,0.6636502501363194,0.75,0.4977376876022396
2025-11-18,Saudi Arabia,Algeria,0.0,2.0,Friendly,Jeddah,Saudi Arabia,False,219,0.6453257828572946,0.75,0.4839943371429709
2025-10-14,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,254,0.6016977717621094,1.5,0.902546657643164
2025-10-08,Saudi Arabia,Indonesia,3.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,260,0.5945205479701944,1.5,0.8917808219552916
2025-09-04,Saudi Arabia,North Macedonia,2.0,1.0,Friendly,Prague,Czech Republic,True,294,0.5554370486980182,0.75,0.4165777865235137
2025-06-22,Saudi Arabia,Trinidad and Tobago,1.0,1.0,Gold Cup,Paradise,United States,True,368,0.4790261931887511,1.15,0.5508801221670637
2025-06-05,Bahrain,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Riffa,Bahrain,False,385,0.46301306831122807,1.5,0.6945196024668421
2025-05-30,Saudi Arabia,Jordan,2.0,0.0,Friendly,Dammam,Saudi Arabia,False,391,0.45749011548373314,0.75,0.34311758661279984
2025-03-20,Saudi Arabia,China,1.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,462,0.39692814882588245,1.5,0.5953922232388237
2024-12-31,Oman,Saudi Arabia,2.0,1.0,Gulf Cup,Sulaibikhat,Kuwait,True,541,0.3389170133321328,0.75,0.2541877599990996
2024-12-28,Iraq,Saudi Arabia,1.0,3.0,Gulf Cup,Kuwait City,Kuwait,True,544,0.33688959957564707,0.75,0.2526671996817353
2024-12-25,Yemen,Saudi Arabia,2.0,3.0,Gulf Cup,Sulaibikhat,Kuwait,True,547,0.3348743138811302,0.75,0.2511557354108477
2026-03-31,Algeria,Uruguay,0.0,0.0,Friendly,Turin,Italy,True,86,0.8419791731684999,0.75,0.631484379876375
2026-03-27,England,Uruguay,1.0,1.0,Friendly,London,England,False,90,0.835270211411272,0.75,0.626452658558454
2025-10-13,Uzbekistan,Uruguay,1.0,2.0,Friendly,Malacca City,Malaysia,True,255,0.6004955788122659,0.75,0.4503716841091994
2025-10-10,Uruguay,Dominican Republic,1.0,0.0,Friendly,Kuala Lumpur,Malaysia,True,258,0.596903392674358,0.75,0.44767754450576847
2025-09-09,Chile,Uruguay,0.0,0.0,FIFA World Cup qualification,Santiago,Chile,False,289,0.5610192838421706,1.5,0.8415289257632559
2025-09-04,Uruguay,Peru,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,294,0.5554370486980182,1.5,0.8331555730470274
2025-06-10,Uruguay,Venezuela,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,380,0.46766642700990924,1.5,0.7014996405148639
2025-03-25,Bolivia,Uruguay,0.0,0.0,FIFA World Cup qualification,El Alto,Bolivia,False,457,0.4009173430419921,1.5,0.6013760145629882
2025-03-21,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,461,0.39772279950933415,1.5,0.5965841992640012
2024-11-15,Uruguay,Colombia,3.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False,587,0.30912795312868047,1.5,0.4636919296930207
2024-10-11,Peru,Uruguay,1.0,0.0,FIFA World Cup qualification,Lima,Peru,False,622,0.2882289930573573,1.5,0.4323434895860359
2024-09-10,Venezuela,Uruguay,0.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False,653,0.27090149805163766,1.5,0.4063522470774565
2024-09-01,Guatemala,Uruguay,1.0,1.0,Friendly,Fort Lauderdale,United States,True,662,0.26606889499380665,0.75,0.199551671245355
2024-07-10,Uruguay,Colombia,0.0,1.0,Copa América,Charlotte,United States,True,715,0.23930892224375455,0.75,0.1794816916828159
2024-07-01,United States,Uruguay,0.0,1.0,Copa América,Kansas City,United States,False,724,0.23503989812347828,0.75,0.17627992359260872
2024-06-27,Uruguay,Bolivia,5.0,0.0,Copa América,East Rutherford,United States,True,728,0.2331670801985418,0.75,0.17487531014890634
2024-06-23,Uruguay,Panama,3.0,1.0,Copa América,Miami Gardens,United States,True,732,0.23130918504632592,0.75,0.17348188878474444
2024-06-05,Mexico,Uruguay,0.0,4.0,Friendly,Denver,United States,True,750,0.22313016014842982,0.75,0.16734762011132237
2024-05-31,Costa Rica,Uruguay,0.0,0.0,Friendly,San José,Costa Rica,False,755,0.2209099779593782,0.75,0.16568248346953365
2024-05-21,Basque Country,Uruguay,1.0,1.0,Friendly,Bilbao,Spain,False,765,0.21653566731600707,0.75,0.1624017504870053
2026-06-22,France,Iraq,3.0,0.0,FIFA World Cup,Philadelphia,United States,True,3,0.9940179640539353,1.5,1.491026946080903
2026-06-16,France,Senegal,3.0,1.0,FIFA World Cup,East Rutherford,United States,True,9,0.9821610323583008,1.5,1.4732415485374513
2026-06-08,France,Northern Ireland,3.0,1.0,Friendly,Lille,France,False,17,0.9665715046375066,0.75,0.72492862847813
2026-03-29,Colombia,France,1.0,3.0,Friendly,Landover,United States,True,88,0.838617983337074,0.75,0.6289634875028055
2025-11-16,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,Baku,Azerbaijan,False,221,0.6427496354555312,1.5,0.9641244531832969
2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,Paris,France,False,224,0.6389046840319162,1.5,0.9583570260478744
2025-10-13,Iceland,France,2.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False,255,0.6004955788122659,1.5,0.9007433682183988
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,False,258,0.596903392674358,1.5,0.8953550890115369
2025-09-09,France,Iceland,2.0,1.0,FIFA World Cup qualification,Paris,France,False,289,0.5610192838421706,1.5,0.8415289257632559
2025-09-05,Ukraine,France,0.0,2.0,FIFA World Cup qualification,Wrocław,Poland,True,293,0.5565490344104649,1.5,0.8348235516156973
2025-03-23,France,Croatia,2.0,0.0,UEFA Nations League,Paris,France,False,459,0.3993168767363899,1.1,0.4392485644100289
2025-03-20,Croatia,France,2.0,0.0,UEFA Nations League,Split,Croatia,False,462,0.39692814882588245,1.1,0.43662096370847076
2024-11-17,Italy,France,1.0,3.0,UEFA Nations League,Milan,Italy,False,585,0.31036694126548503,1.1,0.34140363539203356
2024-11-14,France,Israel,0.0,0.0,UEFA Nations League,Paris,France,False,588,0.3085103150663647,1.1,0.3393613465730012
2024-10-10,Israel,France,1.0,4.0,UEFA Nations League,Budapest,Hungary,True,623,0.2876531111451154,1.1,0.31641842225962696
2024-09-06,France,Italy,1.0,3.0,UEFA Nations League,Paris,France,False,657,0.26874293184439435,1.1,0.2956172250288338
2024-07-05,Portugal,France,0.0,0.0,UEFA Euro,Hamburg,Germany,True,720,0.23692775868212176,1.3,0.3080060862867583
2024-06-25,France,Poland,1.0,1.0,UEFA Euro,Dortmund,Germany,True,730,0.23223627472975883,1.3,0.3019071571486865
2024-06-17,Austria,France,0.0,1.0,UEFA Euro,Düsseldorf,Germany,True,738,0.2285500626694205,1.3,0.2971150814702466
2024-06-09,France,Canada,0.0,0.0,Friendly,Bordeaux,France,False,746,0.22492236067332425,0.75,0.16869177050499318
2024-06-05,France,Luxembourg,3.0,0.0,Friendly,Metz,France,False,750,0.22313016014842982,0.75,0.16734762011132237
2026-06-22,Norway,Senegal,3.0,2.0,FIFA World Cup,East Rutherford,United States,True,3,0.9940179640539353,1.5,1.491026946080903
2026-03-31,Senegal,Gambia,3.0,1.0,Friendly,Diamniadio,Senegal,False,86,0.8419791731684999,0.75,0.631484379876375
2026-03-28,Senegal,Peru,2.0,0.0,Friendly,Paris,France,True,89,0.8369424234887681,0.75,0.6277068176165761
2026-01-09,Mali,Senegal,0.0,1.0,African Cup of Nations,Tangier,Morocco,True,167,0.7160537822272085,1.1,0.7876591604499295
2026-01-03,Senegal,Sudan,3.0,1.0,African Cup of Nations,Tangier,Morocco,True,173,0.7075124871065017,1.1,0.7782637358171519
2025-12-30,Benin,Senegal,0.0,3.0,African Cup of Nations,Tangier,Morocco,True,177,0.701874967355394,1.1,0.7720624640909335
2025-12-27,Senegal,DR Congo,1.0,1.0,African Cup of Nations,Tangier,Morocco,True,180,0.697676326071031,1.1,0.7674439586781342
2025-12-23,Senegal,Botswana,3.0,0.0,African Cup of Nations,Tangier,Morocco,True,184,0.6921171816887304,1.1,0.7613288998576034
2025-11-18,Kenya,Senegal,0.0,8.0,Friendly,Antalya,Turkey,True,219,0.6453257828572946,0.75,0.4839943371429709
2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,254,0.6016977717621094,1.5,0.902546657643164
2025-10-10,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Juba,South Sudan,False,258,0.596903392674358,1.5,0.8953550890115369
2025-09-09,DR Congo,Senegal,2.0,3.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,289,0.5610192838421706,1.5,0.8415289257632559
2025-09-05,Senegal,Sudan,2.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,293,0.5565490344104649,1.5,0.8348235516156973
2025-06-10,England,Senegal,1.0,3.0,Friendly,London,England,False,380,0.46766642700990924,0.75,0.35074982025743195
2025-06-06,Republic of Ireland,Senegal,1.0,1.0,Friendly,Dublin,Republic of Ireland,False,384,0.4639400210916467,0.75,0.34795501581873506
2025-03-25,Senegal,Togo,2.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,457,0.4009173430419921,1.5,0.6013760145629882
2025-03-22,Sudan,Senegal,0.0,0.0,FIFA World Cup qualification,Benghazi,Libya,True,460,0.39851904108451414,1.5,0.5977785616267712
2024-11-19,Senegal,Burundi,2.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,583,0.31161089527997105,1.25,0.3895136190999638
2024-11-14,Burkina Faso,Senegal,0.0,1.0,African Cup of Nations qualification,Bamako,Mali,True,588,0.3085103150663647,1.25,0.3856378938329559
2024-10-15,Malawi,Senegal,0.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,False,618,0.2905440729744046,1.25,0.36318009121800576
2024-10-11,Senegal,Malawi,4.0,0.0,African Cup of Nations qualification,Diamniadio,Senegal,False,622,0.2882289930573573,1.25,0.3602862413216966
2024-09-09,Burundi,Senegal,0.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,True,654,0.270360236497509,1.25,0.3379502956218863
2024-09-06,Senegal,Burkina Faso,1.0,1.0,African Cup of Nations qualification,Diamniadio,Senegal,False,657,0.26874293184439435,1.25,0.33592866480549294
2024-06-09,Mauritania,Senegal,0.0,1.0,FIFA World Cup qualification,Nouakchott,Mauritania,False,746,0.22492236067332425,1.5,0.33738354100998635
2026-06-16,Iraq,Norway,1.0,4.0,FIFA World Cup,Foxborough,United States,True,9,0.9821610323583008,1.5,1.4732415485374513
2026-06-09,Iraq,Venezuela,0.0,2.0,Friendly,Bridgeview,United States,True,16,0.9685065820791976,0.75,0.7263799365593981
2026-05-29,Andorra,Iraq,0.0,1.0,Friendly,Girona,Spain,True,27,0.9474321065017983,0.75,0.7105740798763487
2026-03-31,Iraq,Bolivia,2.0,1.0,FIFA World Cup qualification,Guadalupe,Mexico,True,86,0.8419791731684999,1.5,1.26296875975275
2025-12-12,Jordan,Iraq,1.0,0.0,Arab Cup,Al Rayyan,Qatar,True,195,0.6770568744981647,0.75,0.5077926558736234
2025-12-09,Algeria,Iraq,2.0,0.0,Arab Cup,Al Rayyan,Qatar,True,198,0.6730066959373864,0.75,0.5047550219530398
2025-12-06,Sudan,Iraq,0.0,2.0,Arab Cup,Doha,Qatar,True,201,0.6689807456903467,0.75,0.50173555926776
2025-12-03,Iraq,Bahrain,2.0,1.0,Arab Cup,Doha,Qatar,True,204,0.6649788788224019,0.75,0.4987341591168014
2025-11-18,Iraq,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Basra,Iraq,False,219,0.6453257828572946,1.5,0.9679886742859418
2025-11-13,United Arab Emirates,Iraq,1.0,1.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,224,0.6389046840319162,1.5,0.9583570260478744
2025-10-11,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True,257,0.5980983940627613,1.5,0.897147591094142
2025-09-07,Thailand,Iraq,0.0,1.0,King's Cup,Kanchanaburi,Thailand,False,291,0.5587796888828463,0.75,0.4190847666621348
2025-09-04,Iraq,Hong Kong,2.0,1.0,King's Cup,Kanchanaburi,Thailand,True,294,0.5554370486980182,0.75,0.4165777865235137
2025-06-10,Jordan,Iraq,0.0,1.0,FIFA World Cup qualification,Amman,Jordan,False,380,0.46766642700990924,1.5,0.7014996405148639
2025-03-25,Palestine,Iraq,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,True,457,0.4009173430419921,1.5,0.6013760145629882
2025-03-20,Iraq,Kuwait,2.0,2.0,FIFA World Cup qualification,Basra,Iraq,False,462,0.39692814882588245,1.5,0.5953922232388237
2024-12-25,Bahrain,Iraq,2.0,0.0,Gulf Cup,Kuwait City,Kuwait,True,547,0.3348743138811302,0.75,0.2511557354108477
2024-12-22,Iraq,Yemen,1.0,0.0,Gulf Cup,Sulaibikhat,Kuwait,True,550,0.33287108369807955,0.75,0.24965331277355968
2024-11-19,Oman,Iraq,0.0,1.0,FIFA World Cup qualification,Muscat,Oman,False,583,0.31161089527997105,1.5,0.4674163429199566
2024-11-14,Iraq,Jordan,0.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,588,0.3085103150663647,1.5,0.4627654725995471
2024-10-10,Iraq,Palestine,1.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,623,0.2876531111451154,1.5,0.43147966671767307
2024-09-10,Kuwait,Iraq,0.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,653,0.27090149805163766,1.5,0.4063522470774565
2024-09-05,Iraq,Oman,1.0,0.0,FIFA World Cup qualification,Basra,Iraq,False,658,0.2682059831084244,1.5,0.4023089746626366
2024-06-11,Iraq,Vietnam,3.0,1.0,FIFA World Cup qualification,Basra,Iraq,False,744,0.22582385189647586,1.5,0.33873577784471376
2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Milan,Italy,False,221,0.6427496354555312,1.5,0.9641244531832969
